candidate_id,pair_id,modeled_entity_name,gene_symbol,origin_summary,recommended_disease,verdict,verdict_label,summary,support,concern,next_step,evidence_scope,source_notes,source_urls,search_log
C384-029,QTGIAADRBBLJGA-UHFFFAOYSA-N__CHEMBL1929,articaine,XDH,含肾上腺素制剂用于牙科局部浸润/传导麻醉,gout,CONDITIONAL,有条件保留,articaine–XDH可保留，但须把ROS清除与酶抑制分开。,本地排名5、痛风关联；检索有局麻药ROS实验线索。,黄嘌呤/XO发光系统信号下降可能来自清除ROS，不等于直接结合或抑制XO。,补尿酸生成等不依赖ROS读出的酶活，再验证匹配人XDH/XO结合。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,"[""https://pmc.ncbi.nlm.nih.gov/articles/PMC11286320/""]","[{""query"": ""\""articaine\"" \""xanthine oxidase\"""", ""source"": ""web search"", ""outcome"": ""原始ROS研究片段与其引用提示发光体系，不是直接亲和端点。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-030,UPNUIXSCZBYVBB-JVFUWBCBSA-N__CHEMBL5705,alvimopan,EGLN3,部分肠切除并一期吻合术后促进上下消化道恢复,open-angle glaucoma,DEFER,建议后置,alvimopan–EGLN3建议后置。,排名6及青光眼遗传关联。,精确搜索无命中；原肠道阿片受体用途与EGLN3调节方向缺桥梁。,只有含所需辅因子的EGLN3体系成熟时再侦察，并补羟化酶功能。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""alvimopan\"" \""EGLN3\"""", ""source"": ""web search"", ""outcome"": ""未定位精确配对来源。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-031,MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL5705,atrasentan,EGLN3,高进展风险原发IgA肾病降低蛋白尿；未证实减缓肾功能下降,open-angle glaucoma,DEFER,建议后置,atrasentan–EGLN3建议后置于证据更明确的酶候选。,排名7、阳性近邻0.272高于阴性0.136。,搜索仅补充数据名单，未获得本配对端点；肾病原用途不是青光眼疗效依据。,查名单对应原始数据，未证成直接作用前不单独建体系。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""atrasentan\"" \""EGLN3\"""", ""source"": ""web search"", ""outcome"": ""出现补充数据名单但无可读配对测量。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-032,WBGKWQHBNHJJPZ-LECWWXJVSA-N__CHEMBL1994,desonide,NR3C2,皮质激素敏感皮肤病炎症和瘙痒,nephrotic syndrome,CONDITIONAL,有条件保留,desonide–NR3C2适合作类固醇交叉结合候补，肾病用途应分开。,阳性近邻0.739显著高于阴性0.316，既有深核支持侦察。,搜索专利泛称不能代替人MR数据；所见原始实验为GR，不能移植；局部皮肤药不等于全身肾病候选。,确认MR-LBD与GR选择性，结合阳性后分别测激动拮抗；再论肾病方向。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,"[""https://www.sciencedirect.com/science/article/pii/S0021925819801667""]","[{""query"": ""\""desonide\"" \""mineralocorticoid receptor\"""", ""source"": ""web search"", ""outcome"": ""原始研究为GR类固醇识别，未定位本药人MR端点。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-033,AYXYPKUFHZROOJ-ZETCQYMHSA-N__CHEMBL1808,pregabalin,ACE,糖尿病周围神经痛、带状疱疹后神经痛、脊髓损伤神经痛；癫痫辅助；纤维肌痛,hypertensive disorder,DEFER,建议后置,pregabalin–ACE后置于同药MME候补。,高血压遗传关联与排名8。,阴性近邻0.357高于阳性0.230；搜索是ACE抑制剂与pregabalin联用，不是它抑制ACE。,先查直接酶活；不因联用不良反应推定ACE作用。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,"[""https://www.jpccr.eu/Evaluation-of-the-combined-treatment-with-pregabalin-and-inhibitors-of-the-renin%2C91611%2C0%2C2.html""]","[{""query"": ""\""pregabalin\"" \""ACE\"" inhibition"", ""source"": ""web search"", ""outcome"": ""原始动物研究为联合给药，未证本药ACE抑制。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-034,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL267,etravirine,SRC,经治HIV患者联合抗逆转录病毒治疗,prostate carcinoma,DEFER,建议后置,etravirine–SRC建议后置，检索存在明显缩写混淆。,本地前列腺癌体细胞关联及排名8。,搜索SRC1/2/3多指核受体共激活因子而非SRC激酶；阳性近邻0.273薄弱。,按SRC UniProt/激酶名称重新核数据，匹配激酶域有直接响应再升级。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""etravirine\"" \""SRC\"" inhibition"", ""source"": ""web search"", ""outcome"": ""检索命中PXR共激活因子SRC及其他NNRTI资料，未获精确SRC激酶测量。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-035,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL5705,olmesartan,EGLN3,高血压；标签为medoxomil前药，含HCT复方条目仍同用途,open-angle glaucoma,DEFER,建议后置,olmesartan–EGLN3建议后置，并核前药身份。,青光眼遗传关联与排名9。,精确检索无直接命中；模型为olmesartan，不能用medoxomil前药代测。,确认采购酸实体及EGLN3辅因子体系，已有体系时才追加探索。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""olmesartan\"" \""EGLN3\"""", ""source"": ""web search"", ""outcome"": ""未定位精确配对原始来源。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-036,MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL1824,atrasentan,ERBB2,高进展风险原发IgA肾病降低蛋白尿；未证实减缓肾功能下降,HER2 positive breast carcinoma,DEFER,建议后置,atrasentan–ERBB2后置，先追阴性近邻。,HER2乳癌靶点疾病关联明确且排名9。,阴性近邻0.570远高于阳性0.322，虽非本药阴性但应优先核端点；搜索是其他抗癌药并列。,核近邻实验物种构建浓度，解释后才决定投入；若做需明确ERBB2激酶域。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""atrasentan\"" \""ERBB2\"""", ""source"": ""web search"", ""outcome"": ""仅返回不同抗癌机制药物并列表述，无本配对直接测量。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-037,VCKUSRYTPJJLNI-UHFFFAOYSA-N__CHEMBL5608,terazosin,NTRK3,症状性BPH；高血压,respiratory failure,DEFER,建议后置,terazosin–NTRK3建议后置。,呼吸衰竭遗传关联、排名9。,近邻均低且阴性略高；检索未证直接作用，呼吸衰竭类别不能给出TrkC调节方向。,优先核疾病具体机制；已有TrkC体系才少量侦察。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""terazosin\"" \""NTRK3\"""", ""source"": ""web search"", ""outcome"": ""未定位本配对直接实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-038,GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2007,sufentanil,PDGFRA,全麻辅助镇痛/麻醉；与bupivacaine联合分娩硬膜外镇痛,gastrointestinal polyp,DEFER,建议后置,sufentanil–PDGFRA不宜凭跨适应症优先。,排名9和胃肠息肉体细胞关联。,原阿片麻醉用途到长期息肉干预缺可行性说明；化学近邻0.247，搜索是药品名单共现。,若要保留只作生化脱靶研究，先证PDGFRA域结合及抑制再评疾病投入。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""sufentanil\"" \""PDGFRA\"""", ""source"": ""web search"", ""outcome"": ""返回药品目录/多产品消息，无精确直接关系。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-039,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2189110,ozanimod,EZH2,复发型MS及中重度活动性溃疡性结肠炎,lymphoma,DEFER,建议后置,ozanimod–EZH2后置，S1P免疫作用不能等同表观遗传靶点结合。,淋巴瘤体细胞关联和排名10。,阳阴近邻几乎相同；搜索是获批药名单及不同靶点综述。,先核EZH2/PRC2活性构建及参照，已有成熟体系才候补。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""ozanimod\"" \""EZH2\"""", ""source"": ""web search"", ""outcome"": ""多药列表共现，未获精确配对实验。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-040,IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL261,piperacillin,CA1,敏感菌感染含混合感染及限定外科预防,congestive heart failure,CONDITIONAL,有条件保留,piperacillin–CA1可保留低成本候补，不宜因高相似度视为高亲和。,排名1、阳性近邻0.576；检索确有原药对另一CA同工酶研究。,本地深核为CA7毫摩尔级活性而非CA1；心衰仅疾病临床关联，缺直接治疗方向。,先验证CA1活性与含锌构建；若仅高浓度弱响应且无酶活则后置。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,"[""https://brenda-enzymes.org/literature.php?e=4.2.1.1&r=769826""]","[{""query"": ""\""piperacillin\"" \""carbonic anhydrase\"""", ""source"": ""web search"", ""outcome"": ""BRENDA片段关联原药CA VII研究，不是CA1测量。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-041,WMDSZGFJQKSLLH-RBBKRZOGSA-N__CHEMBL5141,landiolol,CYP26A1,室上性心动过速短期心室率控制，成人含房颤房扑,open-angle glaucoma,DEFER,建议后置,landiolol–CYP26A1建议后置。,结合排名4有计算探索理由。,精确检索无直接命中；本地分子量510、理化风险与P450体系待确认，原短期心率用途距青光眼较远。,先核药物稳定性和血红素构建；对照可靠后才追加。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""landiolol\"" \""CYP26A1\"""", ""source"": ""web search"", ""outcome"": ""未定位精确关系。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-042,ANGKOCUUWGHLCE-HKUYNNGSSA-N__CHEMBL5141,glycopyrronium,CYP26A1,美国 Qbrexza 外用：≥9岁原发腋窝多汗；EMA Seebri Breezhaler 吸入：成人 COPD 症状缓解的维持支气管扩张,open-angle glaucoma,DEFER,建议后置,glycopyrronium–CYP26A1建议后置。,青光眼遗传关联、排名11。,精确检索无测量；原抗胆碱机制不可转作CYP26A1支持，阳性近邻0.220。,核实际盐及模型结构，在CYP26A1已有有效参照时才侦察。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""glycopyrronium\"" \""CYP26A1\"""", ""source"": ""web search"", ""outcome"": ""未定位精确关系。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-043,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL2835,indacaterol,JAK1,成人COPD维持支气管扩张治疗,rheumatoid arthritis,DEFER,建议后置,indacaterol–JAK1建议后置。,RA靶点疾病证据较强。,检索为药物列表或联合用药专利；原ADRB2药不等于JAK1抑制剂，阳性近邻仅0.217。,优先查原安全panel，匹配JAK1域直接结合/酶活阳性才升级。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""indacaterol\"" \""JAK1\"""", ""source"": ""web search"", ""outcome"": ""仅多药表格、联用专利；未证精确作用。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-044,KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL2971,rimegepant,JAK2,偏头痛急性治疗与发作性偏头痛预防,cor pulmonale,DEFER,建议后置,rimegepant–JAK2建议后置，需防止把下游磷酸化变化当直接作用。,肺源性心脏病遗传关联与排名11。,搜索有CGRP下游JAK3信号变化，但不是JAK2亲和实验，且分子量535。,核JAK2构建，先直接结合再功能；不移用其他JAK亚型细胞结论。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,"[""https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2026.1930591/full""]","[{""query"": ""\""rimegepant\"" \""JAK2\"""", ""source"": ""web search"", ""outcome"": ""原始论文片段涉及CGRP诱导JAK3/STAT1变化，非JAK2直接测量。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-045,BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL4393,arformoterol,MMP12,COPD支气管收缩长期维持；标签明确不用于哮喘或急性恶化,aortic aneurysm,DEFER,建议后置,arformoterol–MMP12建议后置。,主动脉瘤遗传关联提供新机制动机。,搜索仅COPD通路/药物共现；阳性近邻0.278与阴性0.257接近，未见直接抑制。,已有MMP12体系才候补，先核单一异构体及酶活而非支气管舒张效应。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""arformoterol\"" \""MMP12\"""", ""source"": ""web search"", ""outcome"": ""主要命中COPD相关专利背景，无本药直接关系。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-046,JUZYLCPPVHEVSV-LJQANCHMSA-N__CHEMBL1824,elvitegravir,ERBB2,含elvitegravir复方抗逆转录病毒方案治疗HIV-1,prostate carcinoma,DEFER,建议后置,elvitegravir–ERBB2后置，抗病毒到前列腺癌仍是计算假说。,体细胞疾病关联及排名12。,检索为药品名单及不同通路；阳性近邻0.292，未见直接端点。,确认纯elvitegravir而非复方及ERBB2激酶域，已有体系才补测。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""elvitegravir\"" \""ERBB2\"""", ""source"": ""web search"", ""outcome"": ""未找到精确作用，均列表或间接共现。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-047,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL4142,ivabradine,FGFR2,限定窦律HFrEF降低心衰住院；儿童扩张型心肌病症状性心衰,benign prostatic hyperplasia,DEFER,建议后置,ivabradine–FGFR2建议后置。,BPH遗传关联较强。,精确检索为独立临床试验列表，未证FGFR2；阳性近邻0.258，原HCN4不能支持结合。,先找FGFR2直接证据，若已有蛋白则少量侦察并复核激酶功能。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""ivabradine\"" \""FGFR2\"""", ""source"": ""web search"", ""outcome"": ""命中不同试验并列，非药靶关系。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
C384-048,DHSUYTOATWAVLW-WFVMDLQDSA-N__CHEMBL235,cilastatin,PPARG,原临床用途为 imipenem/cilastatin 静脉复方中的肾脱氢肽酶抑制保护组分；复方治疗敏感菌呼吸、泌尿、腹腔、妇科、皮肤、骨关节感染及菌血症/心内膜炎,chronic rhinosinusitis,DEFER,建议后置,cilastatin–PPARG建议后置，原复方保护组分不应作抗感染药单体疗效外推。,慢性鼻窦炎遗传关联。,阳性近邻0.164低于阴性0.186；检索表格将cilastatin归DPEP1并与PPARG药并列。,精确单体核对后，仅在PPARG体系成熟时候补；功能方向与鼻窦炎价值另证。,LOCAL_RECORD_AND_WEB_SEARCH_REVIEW,所列网络来源仅按检索获得片段引用，未阅读全文；非本配对实验会在评价中明示。其余依据本地候选审计记录。,[],"[{""query"": ""\""cilastatin\"" \""PPARG\"""", ""source"": ""web search"", ""outcome"": ""数据库不同药物行共现，未得到直接配对。"", ""access_scope"": ""SEARCH_RESULT_EXCERPT""}]"
