排序,小分子药物名称,新靶点名称,当前实验建议,需先确认的事项,评价理由,pair_id,A药内排名_384,B药内排名_384,共识Top20组合,至少一个AB药内Top20,安排复核建议_未更改实验表
302,pemigatinib,"PDE3A — cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",先解决具体问题,核对监管完整离靶面板是否实际测试PDE3A，随后配套酶活和SPR验证。,pemigatinib–PDE3A需查监管离靶panel是否覆盖，不能忽略潜在已有结果也不能假定阴性。,HCDMJFOHIXMBOV-UHFFFAOYSA-N__CHEMBL241,180,151,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
303,vigabatrin,MMP8 — Neutrophil collagenase,先解决具体问题,明确研究终点；若仅做结合侦察可保留，不宣称抗疟。,氨己烯酸–MMP8需先区分抗疟是宿主炎症调节还是寄生虫杀伤。,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,10,222,仅A在Top20,True,分清操作前提与证据不足；逐项确认后安排
304,vardenafil,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,11B2/11B1选择性和参考物先确认。,伐地那非–CYP11B2甾体表型不是直接结合，实验需可用血红素及产物体系。,SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,215,5,仅B在Top20,True,分清操作前提与证据不足；逐项确认后安排
305,trametinib,DHFR — Dihydrofolate reductase,先解决具体问题,人DHFR酶活、溶解与非特异信号合格再SPR。,曲美替尼–DHFR较大分子及结合解释需先检查实际可用浓度，尚无母药直接阴性。,LIRYPHYGHXZJBZ-UHFFFAOYSA-N__CHEMBL202,197,111,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
306,mesalamine,XDH — Xanthine dehydrogenase/oxidase,先解决具体问题,按精确结构查5-ASA原始XO测量，明确XDH/XO状态和物种；先酶活再用匹配人蛋白确认结合。,mesalamine–XDH先区分5-ASA与olsalazine并核XO/XDH状态；当前阳性线索药物实体不同。,KBOPZPXVLCULAV-UHFFFAOYSA-N__CHEMBL1929,18,100,仅A在Top20,True,分清操作前提与证据不足；逐项确认后安排
307,rivaroxaban,LCK — Tyrosine-protein kinase Lck,先解决具体问题,先界定免疫目标；纯LCK探索可与疗效推断分开。,利伐沙班–LCK的HIV方向尚未确定抑制免疫激酶是否有益，非结合硬反证。,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,129,137,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
308,selumetinib,UGCG — Ceramide glucosyltransferase,先解决具体问题,UGCG特异糖脂产物及MEK/细胞毒性对照。,司美替尼–UGCG膜酶体系待确认，细胞代谢变化可为MEK次生效应。,CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL2063,77,105,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
309,sotalol,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,先查42化合物筛查是否有本药及有效浓度；若无额外支持，只在CYP26A1对照已测通时追加。,sotalol–CYP26A1的实际血红素构建及参照待核，优先解决可解释体系而不是因无文献删除。,ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL5141,165,55,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
310,sufentanil,F12 — Coagulation factor XII,先解决具体问题,明确F12a活性构建和参照；只作脱靶侦察，不作溃疡治疗依据。,sufentanil–F12先明确激活态F12a与实验问题；溃疡治疗方向要另证，不能由结合自动推出。,GGCSSNBKKAUURC-UHFFFAOYSA-N__CHEMBL2821,344,381,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
311,levamlodipine,CA1 — Carbonic anhydrase 1,先解决具体问题,核对论文受测立体实体和端点；若匹配则重审新颖性，同时做CA1/CA2选择性验证。,levamlodipine–CA1已有amlodipine近身份实测，先核立体实体及端点；匹配时需重标新颖性而非丢弃活性。,HTIQEAQVCYTUBX-KRWDZBQOSA-N__CHEMBL261,21,15,仅B在Top20,True,分清操作前提与证据不足；逐项确认后安排
312,calcipotriene,AR — Androgen receptor,先解决具体问题,核对纯calcipotriene而非复方，先AR/VDR竞争对比并测实际溶解度；阳性后用功能报告。,calcipotriene–AR先核纯实体、实际溶解度和AR/VDR区分，不把VDR强结合转为AR效力。,LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1871,9,276,仅A在Top20,True,分清操作前提与证据不足；逐项确认后安排
313,norephinephrine,CTSC — Dipeptidyl peptidase 1,先解决具体问题,核对小分子实体、稳定性和成熟CTSC。,去甲肾上腺素–CTSC需先控制氧化及与屈昔多巴身份混淆。,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,95,205,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
314,brexpiprazole,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,先确认疾病获益及暴露假设；二元结合侦察可独立开展。,布瑞哌唑–PDE5A的胎儿生长受限转化方向未论证，近邻不是硬性阴性。,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,154,168,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
315,aripiprazole,PTK2 — Focal adhesion kinase 1,先解决具体问题,先做FAK酶学/结合竞争，查明构建；若仅细胞黏附或信号改变不升级。,aripiprazole–PTK2合并药名须落实母药而非lauroxil，避免采购前药却解释母药FAK作用。,CEUORZQYGODEFX-UHFFFAOYSA-N__CHEMBL2695,223,234,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
316,ivosidenib,AKT1 — RAC-alpha serine/threonine-protein kinase,先解决具体问题,实测可用浓度与非特异信号，使用明确状态AKT1。,艾伏尼布–AKT1需先解决记录中的理化风险与AKT激活状态，近邻不足以判阴性。,WIJZXSAJMHAVGX-DHLKQENFSA-N__CHEMBL4282,120,308,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
317,afatinib,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,11B1/11B2产物及非特异反应对照，疾病目标明确。,阿法替尼–CYP11B2的Cushing推荐需纠正醛固酮/皮质醇混淆，并控制共价非特异。,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL2722,254,10,仅B在Top20,True,分清操作前提与证据不足；逐项确认后安排
318,baclofen,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,功能体系先测通，明确作用方向后再评癫痫。,巴氯芬–CYP46A1需要可解释的胆固醇转化端点，激活与抑制不能混用。,KPYSYYIEGFHWSV-UHFFFAOYSA-N__CHEMBL4523510,299,304,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
319,clobazam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,固定待测化学种并确认CYP46A1功能。,氯巴占–CYP46A1母药与去甲基代谢物贡献未分离，普通CYP面板不覆盖本靶点。,CXOXHMZGEKVPMT-UHFFFAOYSA-N__CHEMBL4523510,343,67,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
320,esmolol,ACE — Angiotensin-converting enzyme,先解决具体问题,确认测试期间母药浓度，ACE功能与参考物校准。,艾司洛尔–ACE有计算线索可测，但母药水解需要先控制。,AQNDDEOPVVGCPG-UHFFFAOYSA-N__CHEMBL1808,117,271,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
321,ozenoxacin,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,先核TYK2预测位点与蛋白域，已有匹配体系才侦察；直接作用阳性后另查给药暴露。,ozenoxacin–TYK2需对齐催化域与假激酶域；外用用途不排除体外结合。,XPIJWUTXQAGSLK-UHFFFAOYSA-N__CHEMBL3553,360,111,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
322,dexrazoxane,MMP7 — Matrilysin,先解决具体问题,核对化学种、金属条件和MMP反筛后可探索。,右雷佐生–MMP7必须区分开环体和母体及金属非特异作用，莱姆病终点也未定。,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,180,295,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
323,rolapitant,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,实测溶解浓度及PDE9A参考物，合格即可小筛。,罗拉匹坦–PDE9A预测疏水性高，需先排除可用浓度和吸附问题。,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,59,240,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
324,glasdegib,FLT3 — Receptor-type tyrosine-protein kinase FLT3,先解决具体问题,优先核原始FLT3 panel的药物身份和突变；确认已有直接记录则改为机制确认而非全新关系。,glasdegib–FLT3聚合页面Kd归属不明，先核原panel药物和突变，不能把待核数值当已知新关系。,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1974,299,47,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
325,bempedoic acid,MMP12 — Macrophage metalloelastase,先解决具体问题,固定母体身份与实际溶解浓度，再测MMP12。,贝派地酸–MMP12须分清ACLY活化形式与待测母体，不能用代谢体机制解释母体。,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL4393,66,159,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
326,pomalidomide,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",先解决具体问题,匹配PI3Kα复合体系后测母药。,泊马度胺–PIK3CA须明确PI3K亚基构建，BYL719等其他药证据不能转移。,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,175,100,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
327,relugolix,KDR — Vascular endothelial growth factor receptor 2,先解决具体问题,KDR域活性/溶解性合格；疾病意义独立论证。,瑞卢戈利–KDR需核实大分子的实际可用浓度和肥大细胞疾病方向。,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,380,88,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
328,oliceridine,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,11B1/11B2产物、血红素和疾病目标先明确。,奥利西定–CYP11B2的Cushing链不能由阿片内分泌影响推导，须纠正酶产物方向。,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL2722,297,27,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
329,diazepam,CYP46A1 — Cholesterol 24-hydroxylase,先解决具体问题,取回逐药浓度和激活/抑制端点，未测仍可探索。,地西泮是否在CYP46A1旧筛查表S2中尚未确认，应先查以免误称已知或新关系。,AAOVKJBEBIDNHE-UHFFFAOYSA-N__CHEMBL4523510,233,54,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
330,dimethyl fumarate,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,核对实物、稳定性和纯HMGCR功能。,富马酸二甲酯–HMGCR需要区分母体/单甲酯，转录变化不是直接酶抑制。,LDCRTTXIJACKKU-ONEGZZNKSA-N__CHEMBL402,134,188,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
331,linagliptin,"PDE5A — cGMP-specific 3',5'-cyclic phosphodiesterase",先解决具体问题,将配对机制侦察与妊娠转化分开，先纯PDE5功能。,利格列汀–PDE5A有计算呼应可测，但胎儿生长受限获益方向不能由结合假说推出。,LTXREWYXXSTFRX-QGZVFWFLSA-N__CHEMBL1827,52,106,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
332,colchicine,UGCG — Ceramide glucosyltransferase,先解决具体问题,UGCG专一产物与微管对照，成熟功能体系先确认。,秋水仙碱–UGCG需要膜酶功能证据，微管造成运输变化会混淆糖脂读数。,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL2063,269,173,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
333,umeclidinium,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,模型/实物一致，11B1/11B2功能及可用浓度确认。,乌美溴铵–CYP11B2须核对盐/带电实体和吸附，并纠正Cushing与醛固酮方向混淆。,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL2722,378,13,仅B在Top20,True,分清操作前提与证据不足；逐项确认后安排
334,brexanolone,ESR1 — Estrogen receptor,先解决具体问题,先核实监管完整ERα面板与受测条件，确认样品可溶性；ERα竞争效应成立后再SPR。,brexanolone–ESR1监管片段列AR/PGR而未列ESR1，需查完整ERα panel；未被列出不是确定阴性。,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL206,197,276,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
335,ozanimod,PRKCB — Protein kinase C beta type,先解决具体问题,核对纯母药身份并先做PKCβ活性，若只有免疫细胞下游变化则继续后置。,ozanimod–PRKCB需区分母药与活性代谢物，匹配后可测直接激酶作用，不靠下游免疫变化代证。,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL3045,267,342,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
336,chloroprocaine,ACHE — Acetylcholinesterase,先解决具体问题,并测AChE/BChE及母药稳定性，区分底物与抑制剂。,氯普鲁卡因血浆胆碱酯酶水解不是AChE抑制，底物周转会影响解释。,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,91,32,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
337,cobimetinib,HDAC11 — Histone deacetylase 11,先解决具体问题,匹配底物参考物后可探索母药。,考比替尼–HDAC11须用专用去酰化读出，表达/专利列表不能作直接支持。,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL3310,58,168,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
338,etonogestrel,CYP19A1 — Aromatase,先解决具体问题,核对含血红素构建并区分底物代谢与抑制；先取得直接酶证据，再决定疾病方向。,etonogestrel–CYP19A1先区分底物代谢与抑制，并明确骨质疏松是否需要该方向，避免阳性被错误解释。,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1978,9,297,仅A在Top20,True,分清操作前提与证据不足；逐项确认后安排
339,indacaterol,TYK2 — Non-receptor tyrosine-protein kinase TYK2,先解决具体问题,先核催化域/假激酶域，避免以不匹配构建浪费测试。,indacaterol–TYK2先核JH1/JH2域匹配，阴性近邻略高不能替代本药数据。,QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL3553,362,330,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
340,umeclidinium,EGLN3 — Prolyl hydroxylase EGLN3,先解决具体问题,先核可溶工作液和活性羟化酶，已有体系才候补。,umeclidinium–EGLN3先确认可溶工作液和羟化酶体系，近邻低本身不作排除。,FVTWTVQXNAJTQP-UHFFFAOYSA-N__CHEMBL5705,177,45,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
341,varenicline,MAPKAPK2 — MAP kinase-activated protein kinase 2,先解决具体问题,核对MK2专用酶学与原监管面板是否覆盖该酶，得到重复效应再SPR。,varenicline–MAPKAPK2一般Protein Kinase记录不等于MK2，先核监管panel是否精确覆盖。,JQSHBVHOMNKWFT-DTORHVGOSA-N__CHEMBL2208,185,361,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
342,copanlisib,NTRK3 — NT-3 growth factor receptor,先解决具体问题,取得面板具体靶点/浓度，确认TRKC构建与融合背景；有明确反证则停，缺失则小额酶学。,copanlisib–NTRK3已有220激酶低抑制线索，必须查TRKC覆盖及浓度，不可直接认定本对阴性。,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL5608,343,40,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
343,benoxinate,PPARD — Peroxisome proliferator-activated receptor delta,先解决具体问题,确认受测单药而非荧光素复方，先PPARδ竞争/报告验证；不因给药部位相同升级。,benoxinate–PPARD先确认单药而非荧光素复方；眼科麻醉场景不能自动支持治疗虹膜睫状体炎。,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL3979,376,157,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
344,migalastat,UMPS — Uridine 5'-monophosphate synthase,先解决具体问题,先提出可检验的UMPS稳定/功能恢复假设，核对双功能结构域；只见抑制不作为该病正向候选。,migalastat–UMPS缺陷疾病需要恢复功能，先提出稳定/恢复而非默认抑制假设并明确双功能域；结合本身仍可研究。,LXBIFEVIBLOUGU-DPYQTVNSSA-N__CHEMBL5216,36,208,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
345,sonidegib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,先查面板覆盖并实测可溶浓度；未测不作阴性。,索尼德吉–NTRK2高预测疏水性和未回查的选择性面板影响投入解释。,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,140,115,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
346,pilocarpine,"CYP17A1 — Steroid 17-alpha-hydroxylase/17,20 lyase",先解决具体问题,取回Table4/筛选图，再按真实浓度与端点决定复核。,匹罗卡品在CYP17A1筛选中的具体数值未取得，不能推断已阳性或阴性。,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL3522,150,5,仅B在Top20,True,分清操作前提与证据不足；逐项确认后安排
347,lesinurad,UGCG — Ceramide glucosyltransferase,先解决具体问题,明确糖脂改变如何改善疾病，再建UGCG功能；纯结合可独立侦察。,雷西纳德–UGCG到糖原贮积病II型不是同一代谢缺陷，需先重审方向与可用浓度。,FGQFOYHRJSUHMR-UHFFFAOYSA-N__CHEMBL2063,272,123,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
348,tedizolid,"PDE10A — cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",先解决具体问题,先查panel；未覆盖时可用成熟PDE10A酶活候补，再确认SPR。,tedizolid–PDE10A需核既有20µM panel覆盖，当前无法据其判阴性或新关系。,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL4409,6,108,仅A在Top20,True,分清操作前提与证据不足；逐项确认后安排
349,trospium,CYP26A1 — Cytochrome P450 26A1,先解决具体问题,先解决血红素构建和功能参照，不凭图谱排名8升级。,trospium–CYP26A1的功能参照及血红素构建待明确；排名或相似性网站不能替代该步骤。,OYYDSUSKLWTMMQ-JKHIJQBDSA-N__CHEMBL5141,315,84,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
350,remimazolam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",先解决具体问题,先核对样品稳定性，用PDE9酶活检测，只有直接作用才安排SPR复测。,remimazolam–PDE9A先确认母药/水解产物及缓冲液稳定性，保证测量实体可解释。,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL3535,66,54,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
351,epinephrine,ALOX5 — Polyunsaturated fatty acid 5-lipoxygenase,先解决具体问题,纯酶与细胞产物并行，监测稳定性和氧化干扰。,肾上腺素白三烯变化不定位ALOX5，氧化还原作用可能使信号难以归母药占位。,UCTWMZQNUQWSLP-VIFPVBQESA-N__CHEMBL215,101,24,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
352,imipenem,MMP8 — Neutrophil collagenase,先解决具体问题,记录稳定性及成熟MMP8功能，复方抗菌效应不作支持。,亚胺培南–MMP8需要先保证母药溶液稳定与单成分归因。,ZSKVGTPCRGIANV-ZXFLCMHBSA-N__CHEMBL4588,79,220,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
353,osilodrostat,UGCG — Ceramide glucosyltransferase,先解决具体问题,UGCG产物/参考物合格，甾体作用单独记录。,奥西洛他–UGCG原甾体生成酶机制不同非反对，关键是膜酶糖脂功能体系未建立。,USUZGMWDZDXMDG-CYBMUJFWSA-N__CHEMBL2063,343,149,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
354,tedizolid,NTRK3 — NT-3 growth factor receptor,先解决具体问题,先核旧panel，若TrkB确有信号再考虑TrkC交叉验证。,tedizolid–NTRK3先查旧panel与TrkB/TrkC覆盖，同药多个Trk预测不能累加为独立支持。,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL5608,281,32,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
355,furosemide,F7 — Coagulation factor VII,先解决具体问题,确认F7a活性构建和对照；已有体系才低成本追加。,furosemide–F7先对齐F7a激活态与参照，临床共同出现不能代替该配对数据。,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL3991,141,244,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
356,ranolazine,PDGFRA — Platelet-derived growth factor receptor alpha,先解决具体问题,明确疾病基因背景、PDGFRA构建；纯结合探索不外推疗效。,雷诺嗪–PDGFRA需先厘清肥大细胞疾病驱动与待测野生型/突变构建的对应。,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,153,48,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
357,bempedoic acid,CA4 — Carbonic anhydrase 4,先解决具体问题,固定待测化学种，再做CA4功能。,贝派地酸–CA4须区分母体与其ACLY活化形式，不能混用作用种。,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,207,27,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
358,macimorelin,MMP3 — Stromelysin-1,先解决具体问题,成熟MMP3对照和邻居端点确认后可探索。,马西瑞林–MMP3构建未确认且较近阴性记录需查，不足以判绝对阴性。,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,335,331,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
359,pantoprazole,"NOS2 — Nitric oxide synthase, inducible",先解决具体问题,核对母药和活化形式、NOS2辅因子/构建，用酶学区分直接作用与间接NO变化。,pantoprazole–NOS2先区分母药活化形式与NOS2辅因子体系，NO通路变化不能直接归为靶点结合。,IQPSEEYGBUAQFF-UHFFFAOYSA-N__CHEMBL4481,198,246,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
360,asenapine,NR3C2 — Mineralocorticoid receptor,先解决具体问题,先核查原始受体面板是否含MR，再做配体竞争/报告验证；缺乏配对证据不升级。,asenapine–NR3C2先查既有受体panel是否含MR，避免重复或误用未知覆盖结果。,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL1994,13,51,仅A在Top20,True,分清操作前提与证据不足；逐项确认后安排
361,palonosetron,"CYP11B2 — Cytochrome P450 11B2, mitochondrial",先解决具体问题,11B1/11B2构建和产物参考体系明确后可测。,帕洛诺司琼–CYP11B2的Cushing匹配未建立，醛固酮酶结合不直接等于降皮质醇。,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL2722,250,6,仅B在Top20,True,分清操作前提与证据不足；逐项确认后安排
362,remimazolam,ACHE — Acetylcholinesterase,先解决具体问题,先查逐药清单并核对实体稳定性，未测仍可探索。,瑞马唑仑是否在既有AChE筛选中有实测结果未知，且水解物不能混作母药。,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL220,198,234,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
363,lifitegrast,TYMS — Thymidylate synthase,先解决具体问题,实测可用浓度和TYMS功能，避免仅细胞增殖归因。,利非司特–TYMS较大分子使溶解/非特异核验更重要，没有直接反对证据。,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,169,287,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
364,copanlisib,NTRK2 — BDNF/NT-3 growth factors receptor,先解决具体问题,核查原始220激酶面板是否含TRKB及构建；若未测则先低成本酶学，不直接全梯度。,copanlisib–NTRK2先核220激酶panel中TRKB和具体构建，再决定是否重复测试。,PZBCKZWLPGJMAO-UHFFFAOYSA-N__CHEMBL4898,338,72,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
365,sonidegib,LCK — Tyrosine-protein kinase Lck,先解决具体问题,实测浓度/聚集，查既有激酶面板后小筛。,索尼德吉–LCK需先排除高疏水性非特异吸附，原SMO作用不是硬反对。,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,120,203,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
366,oliceridine,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",先解决具体问题,11B1/11B2产物与参考物测通，测单一奥利西定。,奥利西定–CYP11B1不能从依托咪酯合用移植活性，需要专属甾体功能体系。,DMNOVGJWPASQDL-OAQYLSRUSA-N__CHEMBL1908,275,89,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
367,tetracaine,F12 — Coagulation factor XII,先解决具体问题,F12a对照已测通才做脱靶候补，先排非特异响应。,tetracaine–F12需先保证F12a激活构建和可解释参照，非因为局麻用途就不能作用。,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2821,165,259,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
368,tedizolid,HMGCR — 3-hydroxy-3-methylglutaryl-coenzyme A reductase,先解决具体问题,先查旧安全panel与HMGCR酶活；不要将他汀联用研究作为直接支持。,tedizolid–HMGCR应查原安全panel；rosuvastatin转运相互作用不能解释为HMGCR抑制。,XFALPSLJIHVRKE-GFCCVEGCSA-N__CHEMBL402,206,57,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
369,eltrombopag,HCK — Tyrosine-protein kinase HCK,先解决具体问题,明确宿主免疫预期方向；如只做HCK结合探索可单独定位。,艾曲泊帕–HCK需要区分病毒相关血小板支持与抗病毒目标。,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,31,63,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
370,dexrazoxane,MMP8 — Neutrophil collagenase,先解决具体问题,核对化学种和成熟MMP8参考物，再做特异性反筛。,右雷佐生–MMP8母体/转化产物及金属条件会直接影响信号归因。,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,13,165,仅A在Top20,True,分清操作前提与证据不足；逐项确认后安排
371,remimazolam,FAAH — Fatty-acid amide hydrolase 1,先解决具体问题,核对稳定性/实体后测FAAH并归因母药。,瑞马唑仑–FAAH需分清母药和水解物，实际液相稳定性影响配对解释。,CYHWMBVXXDIZNZ-KRWDZBQOSA-N__CHEMBL2243,58,332,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
372,lenalidomide,HDAC11 — Histone deacetylase 11,先解决具体问题,去长链酰化功能与参考物确认后测纯母药。,来那度胺HDAC11/CRBN通路对比不是双靶点证据，HDAC11须专用底物。,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3310,38,212,A和B均未进Top20,False,分清操作前提与证据不足；逐项确认后安排
373,edoxaban,F7 — Coagulation factor VII,有证据支持降低投入,查原始F7a选择性panel；若匹配条件已有高浓度阴性，避免重复SPR投入。,edoxaban–F7原始研究片段明确FVIIa/sTF无活性影响，支持降低直接抑酶投入；需核浓度构建，不能等同所有结合阴性。,HGVDHZBSSITLCT-JLJPHGGASA-N__CHEMBL3991,294,308,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
374,fluvoxamine,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,核对原拟合、物种和计划浓度；若测定义为弱活性复核。,氟伏沙明MAOB已有约39µM部分酶抑制线索，对高效全新候选定位不利，但不代表绝对不结合。,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,134,104,A和B均未进Top20,False,先核降低投入的原始依据，再决定后置或替换
